Hand { string: 23KAQ, score: 23dec, hand_type: HighCard, bid: 361}
Hand { string: 84848, score: 84848, hand_type: FullHouse, bid: 265}
Hand { string: 86686, score: 86686, hand_type: FullHouse, bid: 938}
Hand { string: 86868, score: 86868, hand_type: FullHouse, bid: 520}
Hand { string: 88J77, score: 88177, hand_type: FullHouse, bid: 254}
Hand { string: 88555, score: 88555, hand_type: FullHouse, bid: 814}
Hand { string: 88QQQ, score: 88ccc, hand_type: FullHouse, bid: 551}
Hand { string: 8T88T, score: 8a88a, hand_type: FullHouse, bid: 726}
Hand { string: 8T8TT, score: 8a8aa, hand_type: FullHouse, bid: 318}
Hand { string: 94449, score: 94449, hand_type: FullHouse, bid: 528}
Hand { string: 94949, score: 94949, hand_type: FullHouse, bid: 32}
Hand { string: 95595, score: 95595, hand_type: FullHouse, bid: 348}
Hand { string: 96696, score: 96696, hand_type: FullHouse, bid: 39}
Hand { string: 97977, score: 97977, hand_type: FullHouse, bid: 316}
Hand { string: 97997, score: 97997, hand_type: FullHouse, bid: 946}
Hand { string: 992J2, score: 99212, hand_type: FullHouse, bid: 81}
Hand { string: 99696, score: 99696, hand_type: FullHouse, bid: 436}
Hand { string: 997J7, score: 99717, hand_type: FullHouse, bid: 572}
Hand { string: 999TT, score: 999aa, hand_type: FullHouse, bid: 605}
Hand { string: 9K9KK, score: 9d9dd, hand_type: FullHouse, bid: 976}
Hand { string: TJ7T7, score: a17a7, hand_type: FullHouse, bid: 608}
Hand { string: T44TT, score: a44aa, hand_type: FullHouse, bid: 635}
Hand { string: T7T7T, score: a7a7a, hand_type: FullHouse, bid: 858}
Hand { string: T9T9T, score: a9a9a, hand_type: FullHouse, bid: 268}
Hand { string: TTJ99, score: aa199, hand_type: FullHouse, bid: 788}
Hand { string: TT222, score: aa222, hand_type: FullHouse, bid: 418}
Hand { string: TT444, score: aa444, hand_type: FullHouse, bid: 455}
Hand { string: TTTAA, score: aaaee, hand_type: FullHouse, bid: 701}
Hand { string: TKKKT, score: addda, hand_type: FullHouse, bid: 640}
Hand { string: Q22QJ, score: c22c1, hand_type: FullHouse, bid: 47}
Hand { string: Q33QQ, score: c33cc, hand_type: FullHouse, bid: 920}
Hand { string: Q4QJ4, score: c4c14, hand_type: FullHouse, bid: 180}
Hand { string: Q4Q44, score: c4c44, hand_type: FullHouse, bid: 484}
Hand { string: Q55QQ, score: c55cc, hand_type: FullHouse, bid: 811}
Hand { string: Q8Q88, score: c8c88, hand_type: FullHouse, bid: 719}
Hand { string: QTQTT, score: cacaa, hand_type: FullHouse, bid: 62}
Hand { string: QQ7Q7, score: cc7c7, hand_type: FullHouse, bid: 172}
Hand { string: QAQAQ, score: cecec, hand_type: FullHouse, bid: 587}
Hand { string: K22KJ, score: d22d1, hand_type: FullHouse, bid: 599}
Hand { string: K444K, score: d444d, hand_type: FullHouse, bid: 773}
Hand { string: K55K5, score: d55d5, hand_type: FullHouse, bid: 715}
Hand { string: K7K77, score: d7d77, hand_type: FullHouse, bid: 523}
Hand { string: KK33K, score: dd33d, hand_type: FullHouse, bid: 486}
Hand { string: KK6K6, score: dd6d6, hand_type: FullHouse, bid: 678}
Hand { string: KKK77, score: ddd77, hand_type: FullHouse, bid: 515}
Hand { string: KKKQQ, score: dddcc, hand_type: FullHouse, bid: 918}
Hand { string: KKAJA, score: dde1e, hand_type: FullHouse, bid: 307}
Hand { string: A2AJ2, score: e2e12, hand_type: FullHouse, bid: 457}
Hand { string: A33A3, score: e33e3, hand_type: FullHouse, bid: 248}
Hand { string: A77AA, score: e77ee, hand_type: FullHouse, bid: 230}
Hand { string: A9A9A, score: e9e9e, hand_type: FullHouse, bid: 219}
Hand { string: ATTAA, score: eaaee, hand_type: FullHouse, bid: 898}
Hand { string: AQQAA, score: eccee, hand_type: FullHouse, bid: 634}
Hand { string: AA44A, score: ee44e, hand_type: FullHouse, bid: 311}
Hand { string: AA55A, score: ee55e, hand_type: FullHouse, bid: 727}
Hand { string: AA666, score: ee666, hand_type: FullHouse, bid: 772}
Hand { string: AA777, score: ee777, hand_type: FullHouse, bid: 908}
Hand { string: JJJA8, score: 111e8, hand_type: FourOfAKind, bid: 990}
Hand { string: JJ868, score: 11868, hand_type: FourOfAKind, bid: 880}
Hand { string: JJ922, score: 11922, hand_type: FourOfAKind, bid: 426}
Hand { string: JJA33, score: 11e33, hand_type: FourOfAKind, bid: 578}
Hand { string: J2272, score: 12272, hand_type: FourOfAKind, bid: 950}
Hand { string: J2922, score: 12922, hand_type: FourOfAKind, bid: 998}
Hand { string: J2TTT, score: 12aaa, hand_type: FourOfAKind, bid: 214}
Hand { string: J3JTT, score: 131aa, hand_type: FourOfAKind, bid: 816}
Hand { string: J3393, score: 13393, hand_type: FourOfAKind, bid: 356}
Hand { string: J4JK4, score: 141d4, hand_type: FourOfAKind, bid: 999}
Hand { string: J4744, score: 14744, hand_type: FourOfAKind, bid: 822}
Hand { string: J5999, score: 15999, hand_type: FourOfAKind, bid: 227}
Hand { string: J6333, score: 16333, hand_type: FourOfAKind, bid: 830}
Hand { string: J6AAJ, score: 16ee1, hand_type: FourOfAKind, bid: 756}
Hand { string: J7776, score: 17776, hand_type: FourOfAKind, bid: 147}
Hand { string: J7888, score: 17888, hand_type: FourOfAKind, bid: 800}
Hand { string: J8488, score: 18488, hand_type: FourOfAKind, bid: 21}
Hand { string: J8Q88, score: 18c88, hand_type: FourOfAKind, bid: 968}
Hand { string: JTTT8, score: 1aaa8, hand_type: FourOfAKind, bid: 694}
Hand { string: JA777, score: 1e777, hand_type: FourOfAKind, bid: 416}
Hand { string: JAAA7, score: 1eee7, hand_type: FourOfAKind, bid: 594}
Hand { string: 2JJ5J, score: 21151, hand_type: FourOfAKind, bid: 398}
Hand { string: 22JJ4, score: 22114, hand_type: FourOfAKind, bid: 886}
Hand { string: 22J2Q, score: 2212c, hand_type: FourOfAKind, bid: 441}
Hand { string: 22J2A, score: 2212e, hand_type: FourOfAKind, bid: 626}
Hand { string: 222J8, score: 22218, hand_type: FourOfAKind, bid: 665}
Hand { string: 22242, score: 22242, hand_type: FourOfAKind, bid: 340}
Hand { string: 22262, score: 22262, hand_type: FourOfAKind, bid: 487}
Hand { string: 22292, score: 22292, hand_type: FourOfAKind, bid: 366}
Hand { string: 2262J, score: 22621, hand_type: FourOfAKind, bid: 391}
Hand { string: 22722, score: 22722, hand_type: FourOfAKind, bid: 92}
Hand { string: 22K22, score: 22d22, hand_type: FourOfAKind, bid: 284}
Hand { string: 22A22, score: 22e22, hand_type: FourOfAKind, bid: 983}
Hand { string: 24444, score: 24444, hand_type: FourOfAKind, bid: 256}
Hand { string: 25222, score: 25222, hand_type: FourOfAKind, bid: 463}
Hand { string: 2QQQJ, score: 2ccc1, hand_type: FourOfAKind, bid: 797}
Hand { string: 2K2J2, score: 2d212, hand_type: FourOfAKind, bid: 667}
Hand { string: 3JKKJ, score: 31dd1, hand_type: FourOfAKind, bid: 832}
Hand { string: 33J3Q, score: 3313c, hand_type: FourOfAKind, bid: 775}
Hand { string: 332JJ, score: 33211, hand_type: FourOfAKind, bid: 31}
Hand { string: 333J2, score: 33312, hand_type: FourOfAKind, bid: 430}
Hand { string: 333JA, score: 3331e, hand_type: FourOfAKind, bid: 435}
Hand { string: 33323, score: 33323, hand_type: FourOfAKind, bid: 919}
Hand { string: 33335, score: 33335, hand_type: FourOfAKind, bid: 621}
Hand { string: 33363, score: 33363, hand_type: FourOfAKind, bid: 270}
Hand { string: 337JJ, score: 33711, hand_type: FourOfAKind, bid: 352}
Hand { string: 337J3, score: 33713, hand_type: FourOfAKind, bid: 749}
Hand { string: 33K33, score: 33d33, hand_type: FourOfAKind, bid: 931}
Hand { string: 34333, score: 34333, hand_type: FourOfAKind, bid: 305}
Hand { string: 36666, score: 36666, hand_type: FourOfAKind, bid: 401}
Hand { string: 383J3, score: 38313, hand_type: FourOfAKind, bid: 584}
Hand { string: 39J99, score: 39199, hand_type: FourOfAKind, bid: 235}
Hand { string: 39333, score: 39333, hand_type: FourOfAKind, bid: 625}
Hand { string: 3TTTT, score: 3aaaa, hand_type: FourOfAKind, bid: 377}
Hand { string: 3Q333, score: 3c333, hand_type: FourOfAKind, bid: 591}
Hand { string: 3QQQQ, score: 3cccc, hand_type: FourOfAKind, bid: 404}
Hand { string: 4JT44, score: 41a44, hand_type: FourOfAKind, bid: 367}
Hand { string: 44443, score: 44443, hand_type: FourOfAKind, bid: 757}
Hand { string: 47777, score: 47777, hand_type: FourOfAKind, bid: 840}
Hand { string: 494J4, score: 49414, hand_type: FourOfAKind, bid: 255}
Hand { string: 49444, score: 49444, hand_type: FourOfAKind, bid: 74}
Hand { string: 5JJK5, score: 511d5, hand_type: FourOfAKind, bid: 924}
Hand { string: 52555, score: 52555, hand_type: FourOfAKind, bid: 758}
Hand { string: 54444, score: 54444, hand_type: FourOfAKind, bid: 575}
Hand { string: 55J2J, score: 55121, hand_type: FourOfAKind, bid: 623}
Hand { string: 5545J, score: 55451, hand_type: FourOfAKind, bid: 358}
Hand { string: 55553, score: 55553, hand_type: FourOfAKind, bid: 529}
Hand { string: 55559, score: 55559, hand_type: FourOfAKind, bid: 558}
Hand { string: 556J5, score: 55615, hand_type: FourOfAKind, bid: 936}
Hand { string: 55655, score: 55655, hand_type: FourOfAKind, bid: 272}
Hand { string: 55T55, score: 55a55, hand_type: FourOfAKind, bid: 879}
Hand { string: 56666, score: 56666, hand_type: FourOfAKind, bid: 166}
Hand { string: 588JJ, score: 58811, hand_type: FourOfAKind, bid: 831}
Hand { string: 6JJ56, score: 61156, hand_type: FourOfAKind, bid: 257}
Hand { string: 6JK66, score: 61d66, hand_type: FourOfAKind, bid: 380}
Hand { string: 66J36, score: 66136, hand_type: FourOfAKind, bid: 681}
Hand { string: 6664J, score: 66641, hand_type: FourOfAKind, bid: 275}
Hand { string: 66646, score: 66646, hand_type: FourOfAKind, bid: 393}
Hand { string: 66696, score: 66696, hand_type: FourOfAKind, bid: 885}
Hand { string: 666T6, score: 666a6, hand_type: FourOfAKind, bid: 555}
Hand { string: 66Q66, score: 66c66, hand_type: FourOfAKind, bid: 131}
Hand { string: 66K66, score: 66d66, hand_type: FourOfAKind, bid: 414}
Hand { string: 68666, score: 68666, hand_type: FourOfAKind, bid: 210}
Hand { string: 6TTTT, score: 6aaaa, hand_type: FourOfAKind, bid: 878}
Hand { string: 7J797, score: 71797, hand_type: FourOfAKind, bid: 480}
Hand { string: 7J877, score: 71877, hand_type: FourOfAKind, bid: 460}
Hand { string: 7377J, score: 73771, hand_type: FourOfAKind, bid: 202}
Hand { string: 7747J, score: 77471, hand_type: FourOfAKind, bid: 689}
Hand { string: 77773, score: 77773, hand_type: FourOfAKind, bid: 236}
Hand { string: 77778, score: 77778, hand_type: FourOfAKind, bid: 129}
Hand { string: 77797, score: 77797, hand_type: FourOfAKind, bid: 543}
Hand { string: 777Q7, score: 777c7, hand_type: FourOfAKind, bid: 874}
Hand { string: 78888, score: 78888, hand_type: FourOfAKind, bid: 372}
Hand { string: 7K777, score: 7d777, hand_type: FourOfAKind, bid: 1}
Hand { string: 7KKKJ, score: 7ddd1, hand_type: FourOfAKind, bid: 133}
Hand { string: 7KKKK, score: 7dddd, hand_type: FourOfAKind, bid: 598}
Hand { string: 8JJ44, score: 81144, hand_type: FourOfAKind, bid: 99}
Hand { string: 82J88, score: 82188, hand_type: FourOfAKind, bid: 473}
Hand { string: 82222, score: 82222, hand_type: FourOfAKind, bid: 836}
Hand { string: 82888, score: 82888, hand_type: FourOfAKind, bid: 782}
Hand { string: 83J88, score: 83188, hand_type: FourOfAKind, bid: 661}
Hand { string: 83333, score: 83333, hand_type: FourOfAKind, bid: 564}
Hand { string: 88388, score: 88388, hand_type: FourOfAKind, bid: 475}
Hand { string: 88588, score: 88588, hand_type: FourOfAKind, bid: 433}
Hand { string: 88688, score: 88688, hand_type: FourOfAKind, bid: 115}
Hand { string: 888JT, score: 8881a, hand_type: FourOfAKind, bid: 476}
Hand { string: 8886J, score: 88861, hand_type: FourOfAKind, bid: 746}
Hand { string: 89999, score: 89999, hand_type: FourOfAKind, bid: 639}
Hand { string: 8T888, score: 8a888, hand_type: FourOfAKind, bid: 590}
Hand { string: 8Q888, score: 8c888, hand_type: FourOfAKind, bid: 750}
Hand { string: 9J29J, score: 91291, hand_type: FourOfAKind, bid: 450}
Hand { string: 9J99A, score: 9199e, hand_type: FourOfAKind, bid: 517}
Hand { string: 95999, score: 95999, hand_type: FourOfAKind, bid: 544}
Hand { string: 969J9, score: 96919, hand_type: FourOfAKind, bid: 531}
Hand { string: 96999, score: 96999, hand_type: FourOfAKind, bid: 930}
Hand { string: 99J89, score: 99189, hand_type: FourOfAKind, bid: 875}
Hand { string: 99939, score: 99939, hand_type: FourOfAKind, bid: 223}
Hand { string: 99992, score: 99992, hand_type: FourOfAKind, bid: 620}
Hand { string: 99T99, score: 99a99, hand_type: FourOfAKind, bid: 342}
Hand { string: 9Q999, score: 9c999, hand_type: FourOfAKind, bid: 451}
Hand { string: T2TTT, score: a2aaa, hand_type: FourOfAKind, bid: 870}
Hand { string: T333J, score: a3331, hand_type: FourOfAKind, bid: 906}
Hand { string: T4444, score: a4444, hand_type: FourOfAKind, bid: 439}
Hand { string: T4TTT, score: a4aaa, hand_type: FourOfAKind, bid: 40}
Hand { string: T7JJJ, score: a7111, hand_type: FourOfAKind, bid: 725}
Hand { string: T7JTT, score: a71aa, hand_type: FourOfAKind, bid: 479}
Hand { string: T7777, score: a7777, hand_type: FourOfAKind, bid: 33}
Hand { string: TTJJA, score: aa11e, hand_type: FourOfAKind, bid: 583}
Hand { string: TTJ3T, score: aa13a, hand_type: FourOfAKind, bid: 242}
Hand { string: TTJ4J, score: aa141, hand_type: FourOfAKind, bid: 900}
Hand { string: TTJT5, score: aa1a5, hand_type: FourOfAKind, bid: 714}
Hand { string: TT9TT, score: aa9aa, hand_type: FourOfAKind, bid: 301}
Hand { string: TTTJ6, score: aaa16, hand_type: FourOfAKind, bid: 424}
Hand { string: TTT7T, score: aaa7a, hand_type: FourOfAKind, bid: 643}
Hand { string: TTATT, score: aaeaa, hand_type: FourOfAKind, bid: 183}
Hand { string: Q4444, score: c4444, hand_type: FourOfAKind, bid: 609}
Hand { string: Q666J, score: c6661, hand_type: FourOfAKind, bid: 869}
Hand { string: QTJTT, score: ca1aa, hand_type: FourOfAKind, bid: 586}
Hand { string: QQJKQ, score: cc1dc, hand_type: FourOfAKind, bid: 267}
Hand { string: QQ5QQ, score: cc5cc, hand_type: FourOfAKind, bid: 325}
Hand { string: QQ7QQ, score: cc7cc, hand_type: FourOfAKind, bid: 496}
Hand { string: QQQ9Q, score: ccc9c, hand_type: FourOfAKind, bid: 73}
Hand { string: QQQQ8, score: cccc8, hand_type: FourOfAKind, bid: 777}
Hand { string: QQQQK, score: ccccd, hand_type: FourOfAKind, bid: 569}
Hand { string: QAQQQ, score: ceccc, hand_type: FourOfAKind, bid: 100}
Hand { string: QAAAJ, score: ceee1, hand_type: FourOfAKind, bid: 712}
Hand { string: K3KKK, score: d3ddd, hand_type: FourOfAKind, bid: 760}
Hand { string: K4444, score: d4444, hand_type: FourOfAKind, bid: 313}
Hand { string: K6KKK, score: d6ddd, hand_type: FourOfAKind, bid: 855}
Hand { string: K9JKK, score: d91dd, hand_type: FourOfAKind, bid: 795}
Hand { string: K9999, score: d9999, hand_type: FourOfAKind, bid: 568}
Hand { string: KK4KK, score: dd4dd, hand_type: FourOfAKind, bid: 258}
Hand { string: KKKKQ, score: ddddc, hand_type: FourOfAKind, bid: 143}
Hand { string: KKKKA, score: dddde, hand_type: FourOfAKind, bid: 491}
Hand { string: KAAAA, score: deeee, hand_type: FourOfAKind, bid: 956}
Hand { string: AJJA7, score: e11e7, hand_type: FourOfAKind, bid: 52}
Hand { string: AJ8AA, score: e18ee, hand_type: FourOfAKind, bid: 595}
Hand { string: A3333, score: e3333, hand_type: FourOfAKind, bid: 8}
Hand { string: A3AAA, score: e3eee, hand_type: FourOfAKind, bid: 30}
Hand { string: A5555, score: e5555, hand_type: FourOfAKind, bid: 87}
Hand { string: A6AAJ, score: e6ee1, hand_type: FourOfAKind, bid: 778}
Hand { string: A7AAA, score: e7eee, hand_type: FourOfAKind, bid: 276}
Hand { string: A8888, score: e8888, hand_type: FourOfAKind, bid: 458}
Hand { string: A9JAJ, score: e91e1, hand_type: FourOfAKind, bid: 389}
Hand { string: A9999, score: e9999, hand_type: FourOfAKind, bid: 193}
Hand { string: AA5AJ, score: ee5e1, hand_type: FourOfAKind, bid: 540}
Hand { string: AAA4A, score: eee4e, hand_type: FourOfAKind, bid: 606}
Hand { string: JJJJJ, score: 11111, hand_type: FiveOfAKind, bid: 996}
Hand { string: JJJ2J, score: 11121, hand_type: FiveOfAKind, bid: 967}
Hand { string: JJ22J, score: 11221, hand_type: FiveOfAKind, bid: 252}
Hand { string: JJ555, score: 11555, hand_type: FiveOfAKind, bid: 263}
Hand { string: JJ8JJ, score: 11811, hand_type: FiveOfAKind, bid: 557}
Hand { string: J2J22, score: 12122, hand_type: FiveOfAKind, bid: 339}
Hand { string: J4J44, score: 14144, hand_type: FiveOfAKind, bid: 134}
Hand { string: J44JJ, score: 14411, hand_type: FiveOfAKind, bid: 955}
Hand { string: J4444, score: 14444, hand_type: FiveOfAKind, bid: 828}
Hand { string: J66J6, score: 16616, hand_type: FiveOfAKind, bid: 410}
Hand { string: J88J8, score: 18818, hand_type: FiveOfAKind, bid: 897}
Hand { string: J999J, score: 19991, hand_type: FiveOfAKind, bid: 106}
Hand { string: JTTTT, score: 1aaaa, hand_type: FiveOfAKind, bid: 982}
Hand { string: JQQJJ, score: 1cc11, hand_type: FiveOfAKind, bid: 251}
Hand { string: 22J22, score: 22122, hand_type: FiveOfAKind, bid: 498}
Hand { string: 333JJ, score: 33311, hand_type: FiveOfAKind, bid: 170}
Hand { string: 3333J, score: 33331, hand_type: FiveOfAKind, bid: 662}
Hand { string: 555J5, score: 55515, hand_type: FiveOfAKind, bid: 187}
Hand { string: 6JJ6J, score: 61161, hand_type: FiveOfAKind, bid: 322}
Hand { string: 6666J, score: 66661, hand_type: FiveOfAKind, bid: 296}
Hand { string: 7JJ77, score: 71177, hand_type: FiveOfAKind, bid: 111}
Hand { string: 777J7, score: 77717, hand_type: FiveOfAKind, bid: 452}
Hand { string: 88J88, score: 88188, hand_type: FiveOfAKind, bid: 310}
Hand { string: 9999J, score: 99991, hand_type: FiveOfAKind, bid: 76}
Hand { string: TTJJT, score: aa11a, hand_type: FiveOfAKind, bid: 169}
Hand { string: QJQQQ, score: c1ccc, hand_type: FiveOfAKind, bid: 422}
Hand { string: QQQJJ, score: ccc11, hand_type: FiveOfAKind, bid: 503}
Hand { string: KJKKJ, score: d1dd1, hand_type: FiveOfAKind, bid: 78}
Hand { string: KKKKJ, score: dddd1, hand_type: FiveOfAKind, bid: 465}
Hand { string: AJAAA, score: e1eee, hand_type: FiveOfAKind, bid: 945}
Hand { string: AAAJJ, score: eee11, hand_type: FiveOfAKind, bid: 24}
250087440
